License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code
634886,ACTIVE,41,03/11/2022,02/28/2027,MASTER BAKER INC,"1216 BURLINGAME AVE,BURLINGAME, CA  94010-4128Census Tract:  6055.01",COPENHAGEN BAKERY & CAFE,4103
634922,ACTIVE,47,04/08/2022,03/31/2027,H.L. PENINSULA HOT POT & GRILL LLC,"1600 BAYSHORE HWY,BURLINGAME, CA  94010-1504Census Tract:  6051.00",,4103
635623,ACTIVE,47,04/28/2022,03/31/2027,SAFFRON HOSPITALITY INC,"209 PARK RD,BURLINGAME, CA  94010-4205Census Tract:  6055.02",SAFFRON,4103
637082,ACTIVE,41,08/01/2022,07/31/2027,"LITTLE CHENGDU, INC.","213 EL CAMINO REAL,MILLBRAE, CA  94030-2607Census Tract:  6044.00",LITTLE CHENGDU,4108
637417,ACTIVE,58,06/10/2022,10/31/2026,EDIBLE ART INC,"1534 ROLLINS ROAD,BURLINGAME, CA  94010-2317Census Tract:  6051.00",TASTE CATERING,4103
637417,ACTIVE,83,06/10/2022,10/31/2026,EDIBLE ART INC,"1534 ROLLINS ROAD,BURLINGAME, CA  94010-2317Census Tract:  6051.00",TASTE CATERING,4103
638072,ACTIVE,41,01/20/2023,12/31/2026,FARM TO TABLE LLC,"1152 BURLINGAME AVE,BURLINGAME, CA  94010-4106Census Tract:  6055.01",URBAN KITCHEN,4103
640441,ACTIVE,47,05/15/2023,04/30/2027,BAYSIDE 765 LLC,"765 AIRPORT BLVD,BURLINGAME, CA  94010Census Tract:  6054.00",COURTYARD BY MARRIOTT SAN FRANCISCO AIRPORT - BURLINGAME,4103
640979,ACTIVE,70,02/10/2023,01/31/2027,HUNTINGTON PACIFIC HOTELS LLC,"161 N ROLLINS RD,MILLBRAE, CA  94030Census Tract:  6050.00",RESIDENCE INN MILLBRAE,4108
643686,ACTIVE,41,12/22/2022,11/30/2026,I&M GROUP LLC,"293 EL CAMINO REAL,MILLBRAE, CA  94030-2607Census Tract:  6044.00",HANA IZUMI,4108
644076,ACTIVE,41,12/22/2022,11/30/2026,HANABI RAMEN LLC,"723 CALIFORNIA DR,BURLINGAME, CA  94010-3703Census Tract:  6056.00",HANABI RAMEN AND JAPANESE CURRY,4103
644917,ACTIVE,47,02/10/2023,01/31/2027,YAN AND CHEN INC,"1180 EL CAMINO REAL,MILLBRAE, CA  94030-2015Census Tract:  6039.00",YAN PENINSULA,4108
645331,ACTIVE,47,06/29/2023,05/31/2027,TOTTENHAM WINES & SPIRITS INTERNATIONAL LLC,"339 PRIMROSE RD,BURLINGAME, CA  94010-4004Census Tract:  6055.01",ACAN,4103
645653,ACTIVE,41,03/22/2023,02/28/2027,LELAND TEA COMPANY LLC,"1223 DONNELLY AVE,BURLINGAME, CA  94010-4101Census Tract:  6055.01",LELAND TEA COMPANY,4103
647887,ACTIVE,41,06/22/2023,05/31/2027,CHOUCHOU FRENCH BISTRO,"401 PRIMROSE UNIT D & E,BURLINGAME, CA  94010-4063Census Tract:  6055.01",,4103
648136,ACTIVE,41,07/06/2023,06/30/2027,JINWEIDE BEEF NOODLE HOUSE LLC,"328 BROADWAY,MILLBRAE, CA  94030-2510Census Tract:  6044.00",LANZHOU PULLED NOODLES,4108
649647,ACTIVE,41,09/05/2023,08/31/2027,"GARCIACORTES, GABRIEL  B","250 ANZA BLVD,BURLINGAME, CA  94010-1939Census Tract:  6054.00",GABRIEL & DANIEL'S MEXICAN GRILL,4103
650887,ACTIVE,41,10/12/2023,09/30/2026,M&H GROUP LLC,"1166 HOWARD AVE,BURLINGAME, CA  94010-4226Census Tract:  6055.02",MINTS & HONEY BURLINGAME,4103
651204,ACTIVE,40,01/26/2024,12/31/2026,"PARK, JONG SEOK","1366 EL CAMINO REAL,MILLBRAE, CA  94030Census Tract:  6044.00",MILLBRAE KARAOKE HOUSE,4108
651556,ACTIVE,41,11/06/2023,10/31/2026,SUNSA & MONEY INC,"1841 EL CAMINO REAL,BURLINGAME, CA  94010-3202Census Tract:  6050.00",YUANBAO JIAOZI,4103
654560,ACTIVE,77,03/22/2024,02/28/2027,"MARRIOTT HOTEL SERVICES, LLC","1800 BAYSHORE HWY,BURLINGAME, CA  94010Census Tract:  6051.00",MARRIOTT HOTEL,4103
654560,ACTIVE,47,03/22/2024,02/28/2027,"MARRIOTT HOTEL SERVICES, LLC","1800 BAYSHORE HWY,BURLINGAME, CA  94010Census Tract:  6051.00",MARRIOTT HOTEL,4103
654560,ACTIVE,68,03/22/2024,02/28/2027,"MARRIOTT HOTEL SERVICES, LLC","1800 BAYSHORE HWY,BURLINGAME, CA  94010Census Tract:  6051.00",MARRIOTT HOTEL,4103
654810,ACTIVE,47,04/09/2024,03/31/2027,HONG KONG PALACE INC,"300 EL CAMINO REAL,MILLBRAE, CA  94030-2610Census Tract:  6044.00",HONG KONG PALACE,4108
655426,ACTIVE,41,03/22/2024,02/28/2027,ZHEN HOT POT,"103 EL CAMINO REAL,MILLBRAE, CA  94030-2605Census Tract:  6039.00",Z POT HOUSE,4108
655547,ACTIVE,41,02/16/2024,01/31/2027,NEW KITCHEN MAKE INC,"279 EL CAMINO REAL,MILLBRAE, CA  94030Census Tract:  6044.00",KITCHEN THE,4108
656164,ACTIVE,41,03/25/2024,02/28/2027,JZZ LEGEND,"121 EL CAMINO REAL,MILLBRAE, CA  94030-2605Census Tract:  6044.00",THE KITCHEN BBQ EXPRESS,4108
656239,ACTIVE,41,03/19/2024,02/28/2027,"BASHAMICHI GROUP, INC.","1390 EL CAMINO REAL,MILLBRAE, CA  94030-1411Census Tract:  6044.00",BASHAMICHI SUSHI AND BAR,4108
656944,ACTIVE,41,04/24/2024,03/31/2027,231 KITCHEN INC,"231 PARK RD,BURLINGAME, CA  94010Census Tract:  6055.02",LASAGNERIA,4103
657007,ACTIVE,47,04/22/2024,03/31/2027,GMG CUISINE INC,"1130 BROADWAY,BURLINGAME, CA  94010-3422Census Tract:  6051.00",SOCIETY,4103
657267,ACTIVE,41,05/22/2024,04/30/2027,PLUCKYS CAFE LLC,"1352 BROADWAY,BURLINGAME, CA  94010Census Tract:  6051.00",PLUCKY'S,4103
657740,ACTIVE,47,11/19/2024,10/31/2026,"TOPGOLF USA BURLINGAME, LLC","258 ANZA BLVD,BURLINGAME, CA  94010-1939Census Tract:  6054.00",TOPGOLF,4103
657740,ACTIVE,68,11/19/2024,10/31/2026,"TOPGOLF USA BURLINGAME, LLC","258 ANZA BLVD,BURLINGAME, CA  94010-1939Census Tract:  6054.00",TOPGOLF,4103
659256,ACTIVE,41,09/03/2024,08/31/2026,TRUFFLE POKE BAR INC,"1212 DONNELLY AVE,BURLINGAME, CA  94010-4102Census Tract:  6055.01",TRUFFLE POKE BAR,4103
659445,ACTIVE,41,09/05/2024,08/31/2026,PLANNA INC,"243 CALIFORNIA DR,BURLINGAME, CA  94010-4112Census Tract:  6055.02",SAKAE SUSHI,4103
660647,ACTIVE,41,11/06/2024,10/31/2026,SAMUTTAR FOODS INC,"1251 BROADWAY,BURLINGAME, CA  94010-3423Census Tract:  6051.00",,4103
661009,ACTIVE,41,10/15/2024,09/30/2026,MODERN EATS INC,"414 BROADWAY,MILLBRAE, CA  94030-1906Census Tract:  6044.00",,4108
661071,ACTIVE,47,11/12/2024,10/31/2026,DUMPLING KITCHEN & BAR INC,"1125 BURLINGAME AVE,BURLINGAME, CA  94010-4115Census Tract:  6055.02",DUMPLING KITCHEN & BAR,4103
661086,ACTIVE,41,09/23/2024,08/31/2027,SHABU CLUB BURLINGAME LLC,"1150 PALOMA AVE,BURLINGAME, CA  94010-3508Census Tract:  6051.00",SHABU CLUB,4103
661092,ACTIVE,41,09/20/2024,08/31/2027,PEFKO HOLDINGS LLC,"716 MAGNOLIA AVE,MILLBRAE, CA  94030-1858Census Tract:  6048.00",BROTHERS CAFE,4108
666241,ACTIVE,47,04/30/2025,03/31/2027,"PANNA, LLC","1444 BURLINGAME AVE,BURLINGAME, CA  94010-4111Census Tract:  6055.01",PIZZERIA DELFINA,4103
666241,ACTIVE,58,04/30/2025,03/31/2027,"PANNA, LLC","1444 BURLINGAME AVE,BURLINGAME, CA  94010-4111Census Tract:  6055.01",PIZZERIA DELFINA,4103
666535,ACTIVE,41,06/04/2025,05/31/2027,KHATRA LLC,"435 BROADWAY,MILLBRAE, CA  94030-1905Census Tract:  6044.00",KHATRA LLC,4108
668666,ACTIVE,41,06/04/2025,05/31/2027,NOM NOM KITCHEN INC,"309 BROADWAY,MILLBRAE, CA  94030-2509Census Tract:  6044.00",NOM NOM BISTRO,4108
669587,ACTIVE,58,08/26/2025,07/31/2027,COMPASS GROUP USA INC,"1699 BAYSHORE HWY,BURLINGAME, CA  94010-1512Census Tract:  6051.00",KING STREET CAFE UNIT H 69051,4103
669587,ACTIVE,41,08/26/2025,07/31/2027,COMPASS GROUP USA INC,"1699 BAYSHORE HWY,BURLINGAME, CA  94010-1512Census Tract:  6051.00",KING STREET CAFE UNIT H 69051,4103
669669,ACTIVE,47,09/09/2025,08/31/2027,F&JP AMADO LLC,"1100 BURLINGAME AVE,BURLINGAME, CA  94010-4106Census Tract:  6055.01",AMADO,4103
669669,ACTIVE,58,09/09/2025,08/31/2027,F&JP AMADO LLC,"1100 BURLINGAME AVE,BURLINGAME, CA  94010-4106Census Tract:  6055.01",AMADO,4103
670206,ACTIVE,41,10/31/2025,09/30/2026,GOLDEN GATE PIZZA PARTNERS LLC,"1395 EL CAMINO REAL, UNIT B,MILLBRAE, CA  94030-1473Census Tract:  6044.00",MOUNTAIN MIKE'S PIZZA,4108
670300,ACTIVE,47,09/20/2025,08/31/2027,BARRACUDA SUSHI LLC,"347 PRIMROSE RD B,BURLINGAME, CA  94010Census Tract:  6055.01",BARRACUDA SUSHI JAPANESE RESTAURANT,4103
670776,ACTIVE,41,09/30/2025,08/31/2027,WON KOK MILLBRAE,"1671 EL CAMINO REAL,MILLBRAE, CA  94030-1214Census Tract:  6039.00",WON KOK MILLBRAE,4108
671818,ACTIVE,41,11/12/2025,10/31/2026,270 MK LLC,"270 LORTON AVE,BURLINGAME, CA  94010-4204Census Tract:  6055.02",270 MK LLC,4103
672071,ACTIVE,47,01/08/2026,12/31/2026,"PICCOLO CAFÉ, INC.","1219 BROADWAY,BURLINGAME, CA  94010-3423Census Tract:  6051.00",BISTRO ARANCINI,4103
672404,ACTIVE,41,11/26/2025,10/31/2026,SUNNY PASS INC,"1320 BROADWAY,BURLINGAME, CA  94010-3426Census Tract:  6051.00",BLISSFUL NOODLE,4103
674109,ACTIVE,41,03/02/2026,02/28/2027,WELAT INC,"357 EL CAMINO REAL,MILLBRAE, CA  94030Census Tract:  6044.00",WELAT INC DBA SLICE HOUSE PIZZA BY TONY GEMIGANI,4108
674279,ACTIVE,41,03/06/2026,02/28/2027,B&B GROUP INC,"979 BROADWAY ST, STE 100,MILLBRAE, CA  94030-1993Census Tract:  6048.00",NYONA HOUSE,4108
674790,ACTIVE,41,05/13/2026,04/30/2027,GYRO BROTHERS LLC,"1851 EL CAMINO REAL,BURLINGAME, CA  94010-3220Census Tract:  6050.00",HOUSE OF KEBAB,4103
676365,ACTIVE,41,04/21/2026,03/31/2027,RAMEN N NOREN USA LLC,"266 LORTON AVE,BURLINGAME, CA  94010-4204Census Tract:  6055.02",SATOSHI RAMEN SHOP,4103
676590,ACTIVE,41,04/23/2026,03/31/2027,FAITH FOOD LLC,"1711 EL CAMINO REAL,MILLBRAE, CA  94030-1215Census Tract:  6044.00",CHINOYANG'S HUNAN CUISINE,4108
677130,ACTIVE,41,04/17/2026,03/31/2027,SDC MILLBRAE INC,"101 N ROLLINS RD,MILLBRAE, CA  94030Census Tract:  6044.00",SOURDOUGH & CO,4108
678117,ACTIVE,41,06/03/2026,05/31/2027,NETRA CENTER FOR ARTS AND CULTURE LLC,"1419 BURLINGAME AVE, STE M,BURLINGAME, CA  94010-4123Census Tract:  6055.02",CANVAS & CAFE,4103
678388,ACTIVE,41,06/03/2026,05/31/2027,PATTYS RETRO DINER LLC,"1184 BROADWAY,BURLINGAME, CA  94010-3422Census Tract:  6051.00",PATTYS RETRO DINER LLC,4103
678622,ACTIVE,41,07/02/2026,06/30/2027,BURLINGAME EATERY INC,"361 CALIFORNIA DR,BURLINGAME, CA  94010-4114Census Tract:  6055.01",STACK'S RESTAURANT,4103
